backtest_timerange,profit_total_abs,train_period_days,backtest_period_days,test_size,timeframe,leverage,target_shifted_candles,container_name,key,trades,profit_mean,profit_mean_pct,profit_total,profit_total_pct,duration_avg,wins,draws,losses,winrate,cagr,expectancy,expectancy_ratio,sortino,sharpe,calmar,sqn,profit_factor,max_drawdown_account,max_drawdown_abs
20250501-20250530,8.49102658,32,30,0.03,1h,5,10,fast-wasp-llama,AwesomeMacdFreqAi,27,0.007798474795374311,0.78,0.0424551329,4.25,10:00:00,16,0,11,0.5925925925925926,0.687616726094755,0.314482465925926,0.17504812098938816,4.311793441493573,2.5128698433632364,78.46948036937064,0.7204,1.4296635697012254,0.03564329642196796,7.347
20250501-20250530,2.9208828000000002,52,30,0.03,1h,5,10,clever-magpie-magpie,AwesomeMacdFreqAi,9,0.008122221877331103,0.81,0.014604414000000001,1.46,10:00:00,5,0,4,0.5555555555555556,0.2001959727196161,0.3245425333333335,0.2684597599337011,1.836644167644036,1.0849921696337501,50.76563665548317,0.5176,1.6040344598508274,0.01895233537419069,3.852
20250501-20250530,19.380210830000003,36,30,0.03,1h,5,10,usable-bear-shiner,AwesomeMacdFreqAi,21,0.023451962492077354,2.35,0.09690105415000001,9.69,10:00:00,11,0,10,0.5238095238095238,2.2029922266775896,0.9228671823809526,0.8211760672593331,19.176553626890843,4.9728604684679905,427.22442218482,1.6075,2.7244697412446,0.014942417437051053,3.219
20250501-20250530,15.70805636,46,30,0.03,1h,5,10,great-shrew-dodo,AwesomeMacdFreqAi,14,0.02799482895006099,2.8,0.0785402818,7.85,10:00:00,10,0,4,0.7142857142857143,1.5899140169765724,1.1220040257142858,0.9535814314957862,45.98619040908413,4.816046048944771,339.71187469475336,1.8827,4.337535010235252,0.015231061142098006,3.113
20250501-20250530,2.8487840699999993,38,30,0.03,1h,5,10,rare-rabbit-falcon,AwesomeMacdFreqAi,22,0.0037673772800543414,0.38,0.014243920349999996,1.42,10:00:00,13,0,9,0.5909090909090909,0.19483980473992624,0.12949018499999998,0.07688150328900423,1.724142445122094,0.9796750428834078,26.39848329499184,0.3098,1.1879325635953433,0.035546675965948,7.346
20250501-20250530,23.963946600000007,50,30,0.03,1h,5,10,loving-marten-piglet,AwesomeMacdFreqAi,23,0.02611716940351707,2.61,0.11981973300000004,11.98,10:00:00,18,0,5,0.782608695652174,3.1551658107544585,1.0419107217391304,1.0441501481512763,33.88631140328833,8.176299555378641,531.4617565573233,2.531,5.803090681495869,0.014852677911125994,3.036
20250501-20250530,19.427906,40,30,0.03,1h,5,10,ideal-goat-beagle,AwesomeMacdFreqAi,21,0.02290317759089563,2.29,0.09713953,9.71,10:00:00,14,0,7,0.6666666666666666,2.211767785049634,0.925138380952381,0.812122190071425,47.44350164731063,6.8402686959488985,241.80482188542882,2.2112,3.436366570214275,0.026465461723063563,5.34
20250501-20250530,8.58580859,58,30,0.03,1h,5,10,holy-loon-llama,AwesomeMacdFreqAi,17,0.012927811322724548,1.29,0.042929042949999996,4.29,10:00:00,11,0,6,0.6470588235294118,0.6972984193934002,0.5050475641176471,0.36151595556997984,5.835386858329457,3.251520405063599,114.23259821654587,1.1613,2.024295207448276,0.024757659516280638,5.163
20250501-20250530,8.34420616,48,30,0.03,1h,5,10,guided-pika-sloth,AwesomeMacdFreqAi,25,0.00897636078322282,0.9,0.0417210308,4.17,10:00:00,13,0,12,0.52,0.6727197934880762,0.33376824640000025,0.23276372867631423,5.261148299593895,2.43809575030552,72.44625683203465,0.7252,1.4849244347423212,0.03793914270947976,8.089
20250501-20250530,11.98430637,44,30,0.03,1h,5,10,subtle-goat-bengal,AwesomeMacdFreqAi,21,0.014565036221770104,1.46,0.05992153185,5.99,10:00:00,12,0,9,0.5714285714285714,1.0801765818703082,0.5706812557142857,0.33379117867049146,15.733378350398148,3.2100029196114646,133.15031538695547,1.0377,1.7788460835644804,0.029647572660831973,6.06
20250501-20250530,4.84954545,60,30,0.03,1h,5,10,prime-zebra-bat,AwesomeMacdFreqAi,18,0.007319380001445925,0.73,0.02424772725,2.42,10:00:00,10,0,8,0.5555555555555556,0.3519467789668622,0.2694191916666666,0.23680156484859327,7.5460857657572635,2.192636944683367,81.53839205191248,0.7624,1.532803520909335,0.019591032708732654,4.093
20250501-20250530,14.974601069999997,34,30,0.03,1h,5,10,novel-hen-man,AwesomeMacdFreqAi,23,0.01655036866655637,1.66,0.07487300534999998,7.49,10:00:00,12,0,11,0.5217391304347826,1.4812335996390265,0.6510696117391302,0.42978278598743747,13.272122722098487,4.165062098941845,175.92799879121736,1.2893,1.89863673433737,0.028037464553241947,5.681
20250501-20250530,13.03971677,42,30,0.03,1h,5,10,equal-impala-jay,AwesomeMacdFreqAi,25,0.013385722151682995,1.34,0.06519858385,6.52,10:00:00,16,0,9,0.64,1.2143535359892748,0.5215886708,0.4207878662910809,14.262864759887613,4.931612205004698,289.1890428262841,1.4669,2.1688551841418913,0.014852677911125994,3.036
20250531-20250601,-0.15375044,56,30,0.03,1h,5,10,keen-bird-robin,AwesomeMacdFreqAi,1,-0.0037145606589800676,-0.37,-0.0007687521999999999,-0.08,10:00:00,0,0,1,0.0,-0.24474698158581154,-0.15375044,-1.0,-100.0,-100.0,-1910.4973174541524,-100.0,0.0,0.0007687522000000513,0.154
20250531-20250601,0.9480528,58,30,0.03,1h,5,10,chief-camel-chimp,AwesomeMacdFreqAi,1,0.02278182458892159,2.28,0.004740264,0.47,10:00:00,1,0,0,1.0,4.618745844006148,0.9480528,100.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,0
20250531-20250601,0.0,44,30,0.03,1h,5,10,bold-goblin-mule,AwesomeMacdFreqAi,0,0.0,0.0,0.0,0.0,0:00,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20250531-20250601,0.7943023600000001,52,30,0.03,1h,5,10,superb-thrush-wasp,AwesomeMacdFreqAi,2,0.009533631964970762,0.95,0.003971511800000001,0.4,10:00:00,1,0,1,0.5,3.2492005123825995,0.39715118000000005,2.5830897134343163,-100.0,27.545980496982455,9869.971936519352,0.7209,6.1661794268686325,0.0007687522000000513,0.154
20250531-20250601,0.0,50,30,0.03,1h,5,10,whole-fish-oryx,AwesomeMacdFreqAi,0,0.0,0.0,0.0,0.0,0:00,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20250531-20250601,0.0,48,30,0.03,1h,5,10,square-earwig-squid,AwesomeMacdFreqAi,0,0.0,0.0,0.0,0.0,0:00,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20250531-20250601,0.0,46,30,0.03,1h,5,10,prompt-sponge-coyote,AwesomeMacdFreqAi,0,0.0,0.0,0.0,0.0,0:00,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20250531-20250601,-0.1226206,42,30,0.03,1h,5,10,new-vervet-lynx,AwesomeMacdFreqAi,1,-0.002932122526362695,-0.29,-0.0006131029999999999,-0.06,8:00:00,0,0,1,0.0,-0.20056593782981802,-0.1226206,-1.0,-100.0,-100.0,-1910.4973174542058,-100.0,0.0,0.0006131030000000237,0.123
20250531-20250601,0.9480528,40,30,0.03,1h,5,10,neat-snake-heron,AwesomeMacdFreqAi,1,0.02278182458892159,2.28,0.004740264,0.47,10:00:00,1,0,0,1.0,4.618745844006148,0.9480528,100.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,0
20250531-20250601,0.9480528,38,30,0.03,1h,5,10,model-fawn-cicada,AwesomeMacdFreqAi,1,0.02278182458892159,2.28,0.004740264,0.47,10:00:00,1,0,0,1.0,4.618745844006148,0.9480528,100.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,0
20250531-20250601,0.9480528,36,30,0.03,1h,5,10,pet-hog-gnat,AwesomeMacdFreqAi,1,0.02278182458892159,2.28,0.004740264,0.47,10:00:00,1,0,0,1.0,4.618745844006148,0.9480528,100.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,0
20250531-20250601,0.7943023600000001,34,30,0.03,1h,5,10,in-gibbon-oriole,AwesomeMacdFreqAi,2,0.009533631964970762,0.95,0.003971511800000001,0.4,10:00:00,1,0,1,0.5,3.2492005123825995,0.39715118000000005,2.5830897134343163,-100.0,27.545980496982455,9869.971936519352,0.7209,6.1661794268686325,0.0007687522000000513,0.154
20250531-20250601,0.0,32,30,0.03,1h,5,10,divine-marten-jackal,AwesomeMacdFreqAi,0,0.0,0.0,0.0,0.0,0:00,0,0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20250531-20250601,0.7943023600000001,30,30,0.03,1h,5,10,united-python-kodiak,AwesomeMacdFreqAi,2,0.009533631964970762,0.95,0.003971511800000001,0.4,10:00:00,1,0,1,0.5,3.2492005123825995,0.39715118000000005,2.5830897134343163,-100.0,27.545980496982455,9869.971936519352,0.7209,6.1661794268686325,0.0007687522000000513,0.154
20250531-20250601,0.7943023600000001,54,30,0.03,1h,5,10,rapid-puma-yeti,AwesomeMacdFreqAi,2,0.009533631964970762,0.95,0.003971511800000001,0.4,10:00:00,1,0,1,0.5,3.2492005123825995,0.39715118000000005,2.5830897134343163,-100.0,27.545980496982455,9869.971936519352,0.7209,6.1661794268686325,0.0007687522000000513,0.154
20250531-20250601,0.7943023600000001,60,30,0.03,1h,5,10,modern-crane-oyster,AwesomeMacdFreqAi,2,0.009533631964970762,0.95,0.003971511800000001,0.4,10:00:00,1,0,1,0.5,3.2492005123825995,0.39715118000000005,2.5830897134343163,-100.0,27.545980496982455,9869.971936519352,0.7209,6.1661794268686325,0.0007687522000000513,0.154
